"V1","V2","V3","V4"
1.89534855577804e-05,8.3361869253457e-06,0,0
1.88996257417987e-05,8.1975212518989e-06,0,0
1.88405052840113e-05,8.06015436746596e-06,0,0
1.87761241844183e-05,7.92408627204688e-06,0,0
1.87064824430197e-05,7.78931696564166e-06,0,0
1.86315800598154e-05,7.65584644825031e-06,0,0
1.85514170348054e-05,7.52367471987282e-06,0,0
1.84659933679898e-05,7.39280178050919e-06,0,0
1.83753090593685e-05,7.26322763015942e-06,0,0
1.82793641089416e-05,7.13495226882352e-06,0,0
1.81781585167091e-05,7.00797569650148e-06,0,0
1.80716922826709e-05,6.8822979131933e-06,0,0
1.7959965406827e-05,6.75791891889898e-06,0,0
1.78429778891775e-05,6.63483871361852e-06,0,0
1.77207297297224e-05,6.51305729735193e-06,0,0
1.75932209284615e-05,6.3925746700992e-06,0,0
1.74604514853951e-05,6.27339083186033e-06,0,0
1.7322421400523e-05,6.15550578263533e-06,0,0
1.71791306738452e-05,6.03891952242418e-06,0,0
1.70305793053618e-05,5.9236320512269e-06,0,0
1.68767672950728e-05,5.80964336904348e-06,0,0
1.67176946429781e-05,5.69695347587393e-06,0,0
1.65533613490777e-05,5.58556237171823e-06,0,0
1.63837674133717e-05,5.4754700565764e-06,0,0
1.62089128358601e-05,5.36667653044843e-06,0,0
1.60287976165427e-05,5.25918179333433e-06,0,0
1.58434217554198e-05,5.15298584523408e-06,0,0
1.56527852524912e-05,5.0480886861477e-06,0,0
1.54568881077569e-05,4.94449031607518e-06,0,0
1.5255730321217e-05,4.84219073501652e-06,0,0
1.50493118928715e-05,4.74118994297173e-06,0,0
1.48376328227203e-05,4.64148793994079e-06,0,0
1.46206931107634e-05,4.54308472592372e-06,0,0
1.44018639174052e-05,4.44590367437778e-06,0,0
1.41884447800501e-05,4.34977886667325e-06,0,0
1.39806864461662e-05,4.25470460331522e-06,0,0
1.37785889157534e-05,4.16068088430369e-06,0,0
1.35821521888117e-05,4.06770770963865e-06,0,0
1.33913762653413e-05,3.97578507932011e-06,0,0
1.3206261145342e-05,3.88491299334807e-06,0,0
1.30268068288138e-05,3.79509145172253e-06,0,0
1.28530133157568e-05,3.70632045444348e-06,0,0
1.2684880606171e-05,3.61860000151093e-06,0,0
1.25224087000563e-05,3.53193009292488e-06,0,0
1.23655975974128e-05,3.44631072868533e-06,0,0
1.22144472982404e-05,3.36174190879227e-06,0,0
1.20689578025393e-05,3.27822363324572e-06,0,0
1.19291291103092e-05,3.19575590204566e-06,0,0
1.17949612215504e-05,3.11433871519209e-06,0,0
1.16664541362626e-05,3.03397207268503e-06,0,0
1.15436078544461e-05,2.95465597452446e-06,0,0
1.14264223761007e-05,2.87639042071039e-06,0,0
1.13148977012265e-05,2.79917541124282e-06,0,0
1.12090338298234e-05,2.72301094612174e-06,0,0
1.11088307618915e-05,2.64789702534716e-06,0,0
1.10142884974307e-05,2.57383364891908e-06,0,0
1.09254070364411e-05,2.5008208168375e-06,0,0
1.08421863789227e-05,2.42885852910242e-06,0,0
1.07646265248754e-05,2.35794678571383e-06,0,0
1.06927274742993e-05,2.28808558667174e-06,0,0
1.06264892271944e-05,2.21927493197615e-06,0,0
1.05659117835606e-05,2.15151482162706e-06,0,0
1.0510995143398e-05,2.08480525562446e-06,0,0
1.04617393067065e-05,2.01914623396836e-06,0,0
1.04181442734862e-05,1.95453775665876e-06,0,0
1.0380210043737e-05,1.89097982369565e-06,0,0
1.0347936617459e-05,1.82847243507905e-06,0,0
1.03213239946522e-05,1.76701559080894e-06,0,0
1.03003721753165e-05,1.70660929088533e-06,0,0
1.0285081159452e-05,1.64725353530821e-06,0,0
1.02754509470587e-05,1.5889483240776e-06,0,0
1.02714815381365e-05,1.53169365719348e-06,0,0
1.02731729326854e-05,1.47548953465586e-06,0,0
1.02805251307056e-05,1.42033595646474e-06,0,0
1.02935381321969e-05,1.36623292262011e-06,0,0
1.03122119371593e-05,1.31318043312198e-06,0,0
1.03365465455929e-05,1.26117848797035e-06,0,0
1.03665419574977e-05,1.21022708716522e-06,0,0
1.04021981728736e-05,1.16032623070658e-06,0,0
1.04435151917207e-05,1.11147591859445e-06,0,0
1.0490493014039e-05,1.06367615082881e-06,0,0
1.05431316398284e-05,1.01692692740966e-06,0,0
1.0601431069089e-05,9.71228248337018e-07,0,0
1.06653913018207e-05,9.2658011361087e-07,0,0
1.07350123380236e-05,8.82982523231221e-07,0,0
1.08102941776976e-05,8.40435477198068e-07,0,0
1.08912368208428e-05,7.98938975511414e-07,0,0
1.09778402674592e-05,7.58493018171257e-07,0,0
1.10701045175467e-05,7.19097605177597e-07,0,0
1.11680295711054e-05,6.80752736530435e-07,0,0
1.12716154281353e-05,6.43458412229771e-07,0,0
1.13808620886363e-05,6.07214632275604e-07,0,0
1.14957695526085e-05,5.72021396667935e-07,0,0
1.16163378200518e-05,5.37878705406764e-07,0,0
1.17425668909663e-05,5.0478655849209e-07,0,0
1.18744567653519e-05,4.72744955923913e-07,0,0
1.20120074432088e-05,4.41753897702235e-07,0,0
1.21552189245367e-05,4.11813383827054e-07,0,0
1.23040912093359e-05,3.8292341429837e-07,0,0
1.24586242976061e-05,3.55083989116184e-07,0,0
1.26188181893476e-05,3.28295108280495e-07,0,0
1.27846728845602e-05,3.02556771791305e-07,0,0
1.2956188383244e-05,2.77868979648611e-07,0,0
1.31333646853989e-05,2.54231731852416e-07,0,0
1.3316201791025e-05,2.31645028402718e-07,0,0
1.35046997001223e-05,2.10108869299517e-07,0,0
1.36988584126907e-05,1.89623254542814e-07,0,0
1.38986779287302e-05,1.70188184132609e-07,0,0
1.4104158248241e-05,1.51803658068901e-07,0,0
1.43152993712229e-05,1.34469676351691e-07,0,0
1.45321012976759e-05,1.18186238980978e-07,0,0
1.47545640276001e-05,1.02953345956763e-07,0,0
1.49826875609955e-05,8.8770997279046e-08,0,0
1.5216471897862e-05,7.56391929478262e-08,0,0
1.54559170381997e-05,6.35579329631039e-08,0,0
1.57010229820086e-05,5.25272173248793e-08,0,0
1.59517897292886e-05,4.25470460331522e-08,0,0
1.62082172800398e-05,3.36174190879227e-08,0,0
1.64703056342621e-05,2.57383364891908e-08,0,0
1.67380547919556e-05,1.89097982369565e-08,0,0
1.70114647531203e-05,1.31318043312198e-08,0,0
1.72905355177561e-05,8.40435477198068e-09,0,0
1.7575267085863e-05,4.72744955923913e-09,0,0
1.78656594574412e-05,2.10108869299517e-09,0,0
1.81617126324905e-05,5.25272173248793e-10,0,0
1.84634266110109e-05,0,0,0
1.87644639740665e-05,0,0,0
1.9058487302721e-05,0,0,0
1.93454965969746e-05,0,0,0
1.96254918568273e-05,0,0,0
1.98984730822789e-05,0,0,0
2.01644402733296e-05,0,0,0
2.04233934299792e-05,0,0,0
2.0675332552228e-05,0,0,0
2.09202576400757e-05,0,0,0
2.11581686935224e-05,0,0,0
2.13890657125682e-05,0,0,0
2.1612948697213e-05,0,0,0
2.18298176474569e-05,0,0,0
2.20396725632997e-05,0,0,0
2.22425134447416e-05,0,0,0
2.24383402917825e-05,0,0,0
2.26271531044224e-05,0,0,0
2.28089518826613e-05,0,0,0
2.29837366264993e-05,0,0,0
2.31515073359363e-05,0,0,0
2.33122640109723e-05,0,0,0
2.34660066516074e-05,0,0,0
2.36127352578414e-05,0,0,0
2.37524498296745e-05,0,0,0
2.38851503671066e-05,0,0,0
2.40108368701377e-05,0,0,0
2.41295093387679e-05,0,0,0
2.42411677729971e-05,0,0,0
2.43458121728253e-05,0,0,0
2.44434425382525e-05,0,0,0
2.45340588692787e-05,0,0,0
2.4617661165904e-05,0,0,0
2.46942494281283e-05,0,0,0
2.47638236559516e-05,0,0,0
2.4826383849374e-05,0,0,0
2.48819300083953e-05,0,0,0
2.49304621330157e-05,0,0,0
2.49719802232351e-05,0,0,0
2.50064842790536e-05,0,0,0
2.5033974300471e-05,0,0,0
2.50544502874875e-05,0,0,0
2.5067912240103e-05,0,0,0
2.50743601583176e-05,0,0,0
2.50737940421311e-05,0,0,0
2.50662138915437e-05,0,0,0
2.50516197065553e-05,0,0,0
2.50300114871659e-05,0,0,0
2.50013892333756e-05,0,0,0
2.49657529451842e-05,0,0,0
2.49231026225919e-05,0,0,0
2.48734382655986e-05,0,0,0
2.48167598742044e-05,0,0,0
2.47530674484091e-05,0,0,0
2.46823609882129e-05,0,0,0
2.46046404936157e-05,0,0,0
2.45199059646176e-05,0,0,0
2.44281574012184e-05,0,0,0
2.43293948034183e-05,0,0,0
2.42236181712172e-05,0,0,0
2.41108275046152e-05,0,0,0
2.39910228036121e-05,0,0,0
2.38642040682081e-05,0,0,0
2.37303712984031e-05,0,0,0
2.35895244941971e-05,0,0,0
2.34416636555901e-05,0,0,0
2.32867887825822e-05,0,0,0
2.31248998751733e-05,0,0,0
2.29559969333634e-05,0,0,0
2.27800799571526e-05,0,0,0
2.25971489465407e-05,0,0,0
2.24072039015279e-05,0,0,0
2.22102448221141e-05,0,0,0
2.20062717082993e-05,0,0,0
2.17952845600836e-05,0,0,0
2.15772833774669e-05,0,0,0
2.13522681604492e-05,0,0,0
2.11202389090305e-05,0,0,0
2.08811956232109e-05,0,0,0
2.06351383029902e-05,0,0,0
2.03820669483686e-05,0,0,0
2.01219815593461e-05,0,0,0
1.98548821359225e-05,0,0,0
1.9580768678098e-05,0,0,0
1.92996411858725e-05,0,0,0
1.9011499659246e-05,0,0,0
1.87163440982185e-05,0,0,0
1.84141745027901e-05,0,0,0
1.81049908729607e-05,0,0,0
1.77887932087303e-05,0,0,0
1.74655815100989e-05,0,0,0
1.71353557770665e-05,0,0,0
1.67981160096332e-05,0,0,0
1.64541076851135e-05,1.11243752813956e-11,7.68199535344228e-11,0
1.6110476920887e-05,3.57216050703039e-10,2.46677406349732e-09,0
1.57705240230719e-05,1.18783607171509e-09,8.20266392740904e-09,0
1.54342489916681e-05,2.50298443831756e-09,1.72844895452696e-08,0
1.51016518266757e-05,4.30266115051044e-09,2.97122509170789e-08,0
1.47727325280947e-05,6.58686620829373e-09,4.54859480428371e-08,0
1.4447491095925e-05,9.35559961166743e-09,6.46055809225441e-08,0
1.41259275301666e-05,1.26088613606315e-08,8.70711495561999e-08,0
1.38080418308197e-05,1.63466514551861e-08,1.12882653943805e-07,0
1.3493833997884e-05,2.0568969895331e-08,1.42040094085358e-07,0
1.31833040313597e-05,2.52758166810663e-08,1.7454346998086e-07,0
1.28764519312468e-05,3.04671918123921e-08,2.10392781630311e-07,0
1.25732776975453e-05,3.61430952893083e-08,2.49588029033711e-07,0
1.2273781330255e-05,4.23035271118148e-08,2.9212921219106e-07,0
1.19779628293762e-05,4.89484872799118e-08,3.38016331102358e-07,0
1.16858221949087e-05,5.60779757935992e-08,3.87249385767604e-07,0
1.13973594268525e-05,6.3691992652877e-08,4.39828376186799e-07,0
1.11125745252077e-05,7.17905378577453e-08,4.95753302359943e-07,0
1.08314674899743e-05,8.03736114082039e-08,5.55024164287036e-07,0
1.05540383211522e-05,8.94412133042529e-08,6.17640961968078e-07,0
1.02802870187414e-05,9.89933435458924e-08,6.83603695403068e-07,0
1.00102135827421e-05,1.09030002133122e-07,7.52912364592008e-07,0
9.74381801315404e-06,1.19551189065943e-07,8.25566969534896e-07,0
9.48110030997737e-06,1.30556904344353e-07,9.01567510231733e-07,0
9.22206047321205e-06,1.42047147968354e-07,9.80913986682519e-07,0
8.96669850285808e-06,1.54021919937946e-07,1.06360639888725e-06,0
8.71501439891548e-06,1.66481220253128e-07,1.14964474684594e-06,0
8.46700816138422e-06,1.794250489139e-07,1.23902903055857e-06,0
8.22267979026432e-06,1.92853405920263e-07,1.33175925002515e-06,0
7.98202928555578e-06,2.06766291272216e-07,1.42783540524568e-06,0
7.74505664725859e-06,2.2116370496976e-07,1.52725749622016e-06,0
7.51176187537275e-06,2.36045647012894e-07,1.63002552294859e-06,0
7.28214496989827e-06,2.51412117401618e-07,1.73613948543096e-06,0
7.05620593083514e-06,2.67263116135933e-07,1.84559938366729e-06,0
6.83394475818336e-06,2.83598643215838e-07,1.95840521765756e-06,0
6.61536145194295e-06,3.00418698641334e-07,2.07455698740178e-06,0
6.40045601211388e-06,3.1772328241242e-07,2.19405469289996e-06,0
6.18922843869617e-06,3.35512394529096e-07,2.31689833415208e-06,0
5.98167873168982e-06,3.53786034991363e-07,2.44308791115815e-06,0
5.77780689109481e-06,3.7254420379922e-07,2.57262342391816e-06,0
5.57761291691117e-06,3.91786900952668e-07,2.70550487243213e-06,0
5.38109680913887e-06,4.11514126451706e-07,2.84173225670005e-06,0
5.18825856777793e-06,4.31725880296334e-07,2.98130557672191e-06,0
4.99909819282835e-06,4.52422162486553e-07,3.12422483249772e-06,0
4.81361568429012e-06,4.73602973022363e-07,3.27049002402749e-06,0
4.63181104216325e-06,4.95268311903763e-07,3.4201011513112e-06,0
4.45368426644773e-06,5.17418179130753e-07,3.57305821434886e-06,0
4.27923535714356e-06,5.40052574703333e-07,3.72936121314047e-06,0
4.10846431425075e-06,5.63171498621504e-07,3.88901014768602e-06,0
3.94137113776929e-06,5.86774950885266e-07,4.05200501798553e-06,0
3.77795582769919e-06,6.10862931494617e-07,4.21834582403899e-06,0
3.61821838404044e-06,6.3543544044956e-07,4.38803256584639e-06,0
3.46215880679304e-06,6.60492477750092e-07,4.56106524340774e-06,0
3.309777095957e-06,6.86034043396215e-07,4.73744385672304e-06,0
3.16107325153232e-06,7.12060137387929e-07,4.91716840579229e-06,0
3.01604727351899e-06,7.38570759725233e-07,5.10023889061549e-06,0
2.87469916191701e-06,7.65565910408127e-07,5.28665531119264e-06,0
2.73702891672639e-06,7.93045589436612e-07,5.47641766752374e-06,0
2.60303653794712e-06,8.21009796810687e-07,5.66952595960878e-06,0
2.47272202557921e-06,8.49458532530352e-07,5.86598018744778e-06,0
2.34608537962265e-06,8.78391796595608e-07,6.06578035104072e-06,0
2.22312660007744e-06,9.07809589006454e-07,6.26892645038761e-06,0
2.10384568694359e-06,9.37711909762891e-07,6.47541848548846e-06,0
1.9882426402211e-06,9.68098758864918e-07,6.68525645634324e-06,0
1.87631745990996e-06,9.98970136312536e-07,6.89844036295198e-06,0
1.76807014601017e-06,1.03032604210574e-06,7.11497020531467e-06,0
1.66350069852174e-06,1.06216647624454e-06,7.33484598343131e-06,0
1.56260911744466e-06,1.09449143872893e-06,7.55806769730189e-06,0
1.46539540277894e-06,1.12730092955891e-06,7.78463534692643e-06,0
1.37185955452457e-06,1.16059494873448e-06,8.01454893230491e-06,0
1.28200157268155e-06,1.19437349625564e-06,8.24780845343734e-06,0
1.19582145724989e-06,1.22863657212239e-06,8.48441391032372e-06,0
1.11331920822959e-06,1.26338417633473e-06,8.72436530296405e-06,0
1.03449482562063e-06,1.29861630889266e-06,8.96766263135833e-06,0
9.59348309423037e-07,1.33433296979618e-06,9.21430589550656e-06,0
8.87879659636794e-07,1.3705341590453e-06,9.46429509540873e-06,0
8.20088876261906e-07,1.40721987664e-06,9.71763023106486e-06,0
7.55975959298372e-07,1.44439012258029e-06,9.97431130247493e-06,0
6.95540908746193e-07,1.48204489686617e-06,1.0234338309639e-05,0
6.38783724605367e-07,1.52018419949765e-06,1.04977112525569e-05,0
5.85704406875897e-07,1.55880803047471e-06,1.07644301312288e-05,0
5.3630295555778e-07,1.59791638979737e-06,1.10344949456547e-05,0
4.90579370651018e-07,1.63750927746561e-06,1.13079056958345e-05,0
4.48533652155611e-07,1.67758669347945e-06,1.15846623817683e-05,0
4.10165800071558e-07,1.71814863783887e-06,1.1864765003456e-05,0
3.75475814398859e-07,1.75919511054389e-06,1.21482135608977e-05,0
3.44463695137515e-07,1.8007261115945e-06,1.24350080540933e-05,0
3.17129442287525e-07,1.84274164099069e-06,1.27251484830428e-05,0
2.9347305584889e-07,1.88524169873248e-06,1.30186348477464e-05,0
2.73494535821609e-07,1.92822628481986e-06,1.33154671482038e-05,0
2.57193882205682e-07,1.97169539925283e-06,1.36156453844152e-05,0
2.4457109500111e-07,2.01564904203139e-06,1.39191695563806e-05,0
2.35626174207892e-07,2.06008721315553e-06,1.42260396640999e-05,0
2.30026309751083e-07,2.10511577760867e-06,1.4535425708987e-05,0
2.25072042133902e-07,2.15159341803386e-06,1.48405954802879e-05,0
2.20171709000889e-07,2.19970833884603e-06,1.51400734249606e-05,0
2.15325310352044e-07,2.24946054004519e-06,1.54338595430051e-05,0
2.10532846187368e-07,2.30085002163133e-06,1.57219538344214e-05,0
2.0579431650686e-07,2.35387678360445e-06,1.60043562992095e-05,0
2.01109721310521e-07,2.40854082596455e-06,1.62810669373693e-05,0
1.9647906059835e-07,2.46484214871163e-06,1.6552085748901e-05,0
1.91902334370347e-07,2.5227807518457e-06,1.68174127338044e-05,0
1.87379542626513e-07,2.58235663536674e-06,1.70770478920796e-05,0
1.82910685366847e-07,2.64356979927477e-06,1.73309912237266e-05,0
1.7849576259135e-07,2.70642024356978e-06,1.75792427287454e-05,0
1.7413477430002e-07,2.77090796825177e-06,1.7821802407136e-05,0
1.6982772049286e-07,2.83703297332075e-06,1.80586702588984e-05,0
1.65574601169867e-07,2.9047952587767e-06,1.82898462840326e-05,0
1.61375416331043e-07,2.97419482461964e-06,1.85153304825385e-05,0
1.57230165976388e-07,3.04523167084956e-06,1.87351228544162e-05,0
1.531388501059e-07,3.11790579746646e-06,1.89492233996658e-05,0
1.49101468719582e-07,3.19221720447034e-06,1.91576321182871e-05,0
1.45118021817431e-07,3.2681658918612e-06,1.93603490102802e-05,0
1.41188509399449e-07,3.34575185963904e-06,1.95573740756451e-05,0
1.37312931465635e-07,3.42497510780387e-06,1.97487073143818e-05,0
1.3349128801599e-07,3.50583563635568e-06,1.99343487264902e-05,0
1.29723579050513e-07,3.58833344529447e-06,2.01142983119705e-05,0
1.26009804569205e-07,3.67246853462024e-06,2.02885560708226e-05,0
1.22349964572064e-07,3.75824090433299e-06,2.04571220030464e-05,0
1.18744059059093e-07,3.84565055443273e-06,2.0619996108642e-05,0
1.15192088030289e-07,3.93469748491944e-06,2.07771783876094e-05,0
1.11694051485654e-07,4.02538169579314e-06,2.09286688399486e-05,0
1.08249949425187e-07,4.11770318705382e-06,2.10744674656596e-05,0
1.04859781848889e-07,4.21166195870148e-06,2.12145742647424e-05,0
1.01523548756759e-07,4.30725801073613e-06,2.1348989237197e-05,0
9.82412501487977e-08,4.40449134315775e-06,2.14777123830233e-05,0
9.50128860250046e-08,4.50336195596636e-06,2.16007437022215e-05,0
9.18384563853799e-08,4.60386984916195e-06,2.17180831947914e-05,0
8.87179612299235e-08,4.70601502274452e-06,2.18297308607331e-05,0
8.56514005586355e-08,4.80979747671407e-06,2.19356867000466e-05,0
8.26387743715159e-08,4.9152172110706e-06,2.20359507127319e-05,0
7.96800826685647e-08,5.02227422581411e-06,2.2130522898789e-05,0
7.67753254497818e-08,5.13096852094461e-06,2.22194032582179e-05,0
7.39245027151674e-08,5.24130009646209e-06,2.23025917910186e-05,0
7.11276144647213e-08,5.35326895236655e-06,2.2380088497191e-05,0
6.83846606984436e-08,5.46687508865799e-06,2.24518933767353e-05,0
6.56956414163343e-08,5.58211850533641e-06,2.25180064296513e-05,0
6.30605566183934e-08,5.69899920240182e-06,2.25784276559391e-05,0
6.04794063046208e-08,5.8175171798542e-06,2.26331570555987e-05,0
5.79521904750167e-08,5.93767243769357e-06,2.26821946286301e-05,0
5.54789091295809e-08,6.05946497591992e-06,2.27255403750333e-05,0
5.30595622683135e-08,6.18289479453325e-06,2.27631942948083e-05,0
5.06941498912144e-08,6.30796189353356e-06,2.2795156387955e-05,0
4.83826719982838e-08,6.43466627292086e-06,2.28214266544736e-05,0
4.61251285895215e-08,6.56300793269514e-06,2.28420050943639e-05,0
4.39215196649277e-08,6.69298687285639e-06,2.28568917076261e-05,0
4.17718452245022e-08,6.82460309340463e-06,2.286608649426e-05,0
3.96761052682451e-08,6.95785659433985e-06,2.28695894542657e-05,0
3.76342997961563e-08,7.09274737566206e-06,2.28674005876432e-05,0
3.5646428808236e-08,7.22927543737124e-06,2.28595198943925e-05,0
3.3712492304484e-08,7.36744077946741e-06,2.28459473745135e-05,0
3.18324902849004e-08,7.50724340195056e-06,2.28266830280064e-05,0
3.00064227494852e-08,7.64868330482069e-06,2.2801726854871e-05,0
2.82342896982384e-08,7.7917604880778e-06,2.27710788551075e-05,0
2.65160911311599e-08,7.93647495172189e-06,2.27347390287157e-05,0
2.48518270482499e-08,8.08282669575296e-06,2.26927073756957e-05,0
2.32414974495082e-08,8.23081572017102e-06,2.26449838960475e-05,0
2.16851023349349e-08,8.38044202497606e-06,2.25915685897711e-05,0
2.018264170453e-08,8.53170561016808e-06,2.25324614568665e-05,0
1.87341155582934e-08,8.68460647574708e-06,2.24676624973336e-05,0
1.73395238962253e-08,8.83914462171306e-06,2.23971717111726e-05,0
1.59988667183255e-08,8.99532004806603e-06,2.23209890983833e-05,0
1.47121440245941e-08,9.15313275480597e-06,2.22391146589659e-05,0
1.34793558150311e-08,9.3125827419329e-06,2.21515483929202e-05,0
1.23005020896365e-08,9.47367000944681e-06,2.20582903002463e-05,0
1.11755828484102e-08,9.6363945573477e-06,2.19593403809442e-05,0
1.01045980913524e-08,9.80075638563558e-06,2.18546986350139e-05,0
9.08754781846288e-09,9.96675549431043e-06,2.17443650624554e-05,0
8.12443202974178e-09,1.01343918833723e-05,2.16283396632686e-05,0
7.21525072518906e-09,1.03036655528211e-05,2.15066224374537e-05,0
6.36000390480472e-09,1.04745765026569e-05,2.13792133850105e-05,0
5.55869156858876e-09,1.06471247328797e-05,2.12461125059391e-05,0
4.81131371654119e-09,1.08213102434894e-05,2.11073198002396e-05,0
4.11787034866199e-09,1.09971330344862e-05,2.09628352679118e-05,0
3.47836146495118e-09,1.11745931058699e-05,2.08126589089558e-05,0
2.89278706540875e-09,1.13536904576406e-05,2.06567907233715e-05,0
2.3611471500347e-09,1.15344250897983e-05,2.04952307111591e-05,0
1.88344171882903e-09,1.1716797002343e-05,2.03279788723185e-05,0
1.45967077179175e-09,1.19008061952746e-05,2.01550352068496e-05,0
1.08983430892284e-09,1.20864526685933e-05,1.99763997147526e-05,0
7.73932330222322e-10,1.22737364222989e-05,1.97920723960273e-05,0
5.11964835690181e-10,1.24626574563915e-05,1.96020532506738e-05,0
3.03931825326422e-10,1.2653215770871e-05,1.94063422786921e-05,0
1.49833299131044e-10,1.28454113657376e-05,1.92049394800822e-05,0
4.96692571040477e-11,1.30392442409912e-05,1.89978448548441e-05,0
3.43969924543313e-12,1.32347143966317e-05,1.87850584029777e-05,0
0,1.34305065277561e-05,1.85680343374486e-05,0
0,1.36219764713732e-05,1.83519072867519e-05,0
0,1.38087182691795e-05,1.81371260820498e-05,0
0,1.39907319211752e-05,1.79236907233422e-05,0
0,1.41680174273601e-05,1.77116012106292e-05,0
0,1.43405747877342e-05,1.75008575439108e-05,0
0,1.45084040022977e-05,1.7291459723187e-05,0
0,1.46715050710503e-05,1.70834077484577e-05,0
0,1.48298779939923e-05,1.68767016197231e-05,0
0,1.49835227711235e-05,1.6671341336983e-05,0
0,1.5132439402444e-05,1.64673269002374e-05,0
0,1.52766278879538e-05,1.62646583094865e-05,0
0,1.54160882276528e-05,1.60633355647301e-05,0
0,1.55508204215411e-05,1.58633586659683e-05,0
0,1.56808244696186e-05,1.56647276132011e-05,0
0,1.58061003718854e-05,1.54674424064285e-05,0
0,1.59266481283415e-05,1.52715030456504e-05,0
0,1.60424677389868e-05,1.50769095308669e-05,0
0,1.61535592038215e-05,1.4883661862078e-05,0
0,1.62599225228453e-05,1.46917600392837e-05,0
0,1.63615576960585e-05,1.45012040624839e-05,0
0,1.64584647234609e-05,1.43119939316787e-05,0
0,1.65506436050526e-05,1.41241296468681e-05,0
0,1.66380943408335e-05,1.39376112080521e-05,0
0,1.67208169308037e-05,1.37524386152307e-05,0
0,1.67988113749632e-05,1.35686118684038e-05,0
0,1.68720776733119e-05,1.33861309675715e-05,0
0,1.69406158258499e-05,1.32049959127338e-05,0
0,1.70044258325772e-05,1.30252067038906e-05,0
0,1.70635076934937e-05,1.2846763341042e-05,0
0,1.71178614085995e-05,1.2669665824188e-05,0
0,1.71674869778946e-05,1.24939141533286e-05,0
0,1.72123844013789e-05,1.23195083284638e-05,0
0,1.72525536790525e-05,1.21464483495935e-05,0
0,1.72879948109153e-05,1.19747342167178e-05,0
0,1.73187077969675e-05,1.18043659298367e-05,0
0,1.73446926372088e-05,1.16353434889502e-05,0
0,1.73659493316395e-05,1.14676668940582e-05,0
0,1.73824778802594e-05,1.13013361451609e-05,0
0,1.73942782830686e-05,1.1136351242258e-05,0
0,1.74013505400671e-05,1.09727121853498e-05,0
0,1.74036946512548e-05,1.08104189744362e-05,0
0,1.74013106166318e-05,1.06494716095171e-05,0
0,1.7394198436198e-05,1.04898700905926e-05,0
0,1.73823581099535e-05,1.03316144176627e-05,0
0,1.73657896378983e-05,1.01747045907273e-05,0
0,1.73444930200323e-05,1.00191406097866e-05,0
0,1.73184682563556e-05,9.86492247484036e-06,0
0,1.72877153468682e-05,9.71205018588875e-06,0
0,1.72522342915701e-05,9.56052374293171e-06,0
0,1.72120250904612e-05,9.41034314596924e-06,0
0,1.71670877435415e-05,9.26150839500135e-06,0
0,1.71174222508112e-05,9.11401949002804e-06,0
0,1.70630286122701e-05,8.96787643104931e-06,0
0,1.70039068279182e-05,8.82307921806515e-06,0
0,1.69400568977557e-05,8.67962785107557e-06,0
0,1.68714788217824e-05,8.53752233008057e-06,0
0,1.67981725999983e-05,8.39676265508014e-06,0
0,1.67201382324036e-05,8.25734882607429e-06,0
0,1.66373757189981e-05,8.11928084306301e-06,0
0,1.65498850597818e-05,7.98255870604631e-06,0
0,1.64576662547548e-05,7.84718241502419e-06,0
0,1.63607193039171e-05,7.71315196999664e-06,0
0,1.62590442072687e-05,7.58046737096367e-06,0
0,1.61526409648095e-05,7.44912861792528e-06,0
0,1.60415095765396e-05,7.31913571088146e-06,0
0,1.59256500424589e-05,7.19048864983222e-06,0
0,1.58050623625676e-05,7.06318743477756e-06,0
0,1.56797465368654e-05,6.93723206571748e-06,0
0,1.55497025653526e-05,6.81262254265196e-06,0
0,1.5414930448029e-05,6.68935886558103e-06,0
0,1.52754301848947e-05,6.56744103450467e-06,0
0,1.51312017759496e-05,6.44686904942289e-06,0
0,1.49822452211938e-05,6.32764291033569e-06,0
0,1.48285605206273e-05,6.20976261724306e-06,0
0,1.46701476742501e-05,6.09322817014501e-06,0
0,1.45070066820621e-05,5.97803956904153e-06,0
0,1.43391375440633e-05,5.86419681393263e-06,0
0,1.41665402602539e-05,5.75169990481831e-06,0
0,1.39892148306337e-05,5.64054884169857e-06,0
0,1.38071612552028e-05,5.5307436245734e-06,0
0,1.36203795339611e-05,5.4222842534428e-06,0
0,1.34288696669087e-05,5.31517072830679e-06,0
0,1.32326316540455e-05,5.20940304916535e-06,0
0,1.30316654953717e-05,5.10498121601848e-06,0
0,1.28259711908871e-05,5.0019052288662e-06,0
0,1.26155487405917e-05,4.90017508770849e-06,0
0,1.24003981444857e-05,4.79979079254535e-06,0
0,1.21805194025689e-05,4.7007523433768e-06,0
0,1.19559125148413e-05,4.60305974020281e-06,0
0,1.1726577481303e-05,4.50671298302341e-06,0
0,1.1492514301954e-05,4.41171207183858e-06,0
0,1.12537229767943e-05,4.31805700664833e-06,0
0,1.10128978056605e-05,4.22562075847168e-06,0
0,1.07746041299428e-05,4.13418808375751e-06,0
0,1.05389167913033e-05,4.04375545392304e-06,0
0,1.03058357897419e-05,3.95432286896824e-06,0
0,1.00753611252587e-05,3.86589032889314e-06,0
0,9.8474927978536e-06,3.77845783369772e-06,0
0,9.6222308075267e-06,3.69202538338199e-06,0
0,9.39957515427796e-06,3.60659297794594e-06,0
