"V1","V2","V3","V4"
6.72089686574874e-08,1.12704827512957e-05,0,0
7.59530622179088e-08,1.14230004619217e-05,0,0
8.52317291837708e-08,1.15735279876359e-05,0,0
9.50449695550735e-08,1.17220653284382e-05,0,0
1.05392783331817e-07,1.18686124843287e-05,0,0
1.16275170514001e-07,1.20131694553074e-05,0,0
1.27692131101625e-07,1.21557362413742e-05,0,0
1.3964366509469e-07,1.22963128425291e-05,0,0
1.52129772493196e-07,1.24348992587722e-05,0,0
1.65150453297142e-07,1.25714954901035e-05,0,0
1.78705707506529e-07,1.27061015365229e-05,0,0
1.92795535121357e-07,1.28387173980305e-05,0,0
2.07419936141625e-07,1.29693430746263e-05,0,0
2.22578910567334e-07,1.30979785663102e-05,0,0
2.38272458398483e-07,1.32246238730822e-05,0,0
2.54500579635073e-07,1.33492789949425e-05,0,0
2.71263274277104e-07,1.34719439318908e-05,0,0
2.88560542324575e-07,1.35926186839274e-05,0,0
3.06392383777487e-07,1.37113032510521e-05,0,0
3.24758798635839e-07,1.38279976332649e-05,0,0
3.43659786899632e-07,1.39427018305659e-05,0,0
3.63095348568866e-07,1.40554158429551e-05,0,0
3.8306548364354e-07,1.41661396704324e-05,0,0
4.03570192123655e-07,1.42748733129979e-05,0,0
4.24609474009211e-07,1.43816167706515e-05,0,0
4.46183329300207e-07,1.44863700433933e-05,0,0
4.68291757996643e-07,1.45891331312233e-05,0,0
4.90934760098521e-07,1.46899060341414e-05,0,0
5.14112335605839e-07,1.47886887521476e-05,0,0
5.37824484518597e-07,1.4885481285242e-05,0,0
5.62071206836796e-07,1.49802836334246e-05,0,0
5.86852502560436e-07,1.50730957966954e-05,0,0
6.12168371689517e-07,1.51639177750543e-05,0,0
6.38018814224038e-07,1.52527495685013e-05,0,0
6.64403830163999e-07,1.53395911770365e-05,0,0
6.91323419509402e-07,1.54244426006599e-05,0,0
7.18777582260245e-07,1.55073038393714e-05,0,0
7.46766318416528e-07,1.55881748931711e-05,0,0
7.75289627978252e-07,1.56670557620589e-05,0,0
8.04347510945417e-07,1.57439464460349e-05,0,0
8.33939967318022e-07,1.58188469450991e-05,0,0
8.64066997096068e-07,1.58917572592514e-05,0,0
8.94728600279554e-07,1.59626773884919e-05,0,0
9.25924776868482e-07,1.60316073328205e-05,0,0
9.57655526862849e-07,1.60985470922373e-05,0,0
9.89920850262658e-07,1.61634966667422e-05,0,0
1.02272074706791e-06,1.62264560563354e-05,0,0
1.0560552172786e-06,1.62874252610166e-05,0,0
1.08992426089473e-06,1.6346404280786e-05,0,0
1.1243278779163e-06,1.64033931156436e-05,0,0
1.15926606834331e-06,1.64583917655893e-05,0,0
1.19473883217576e-06,1.65114002306232e-05,0,0
1.23074616941365e-06,1.65624185107453e-05,0,0
1.26728808005699e-06,1.66114466059555e-05,0,0
1.30436456410576e-06,1.66584845162538e-05,0,0
1.34197562155997e-06,1.67035322416404e-05,0,0
1.38012125241963e-06,1.6746589782115e-05,0,0
1.41880145668473e-06,1.67876571376779e-05,0,0
1.45801623435526e-06,1.68267343083289e-05,0,0
1.49776558543124e-06,1.6863821294068e-05,0,0
1.53804950991266e-06,1.68989180948953e-05,0,0
1.57886800779951e-06,1.69320247108108e-05,0,0
1.62022107909181e-06,1.69631411418144e-05,0,0
1.66210872378955e-06,1.69922673879062e-05,0,0
1.70453094189273e-06,1.70194034490861e-05,0,0
1.74748773340135e-06,1.70445493253542e-05,0,0
1.79097909831541e-06,1.70677050167105e-05,0,0
1.83500503663492e-06,1.70888705231549e-05,0,0
1.87956554835986e-06,1.71080458446874e-05,0,0
1.92466063349024e-06,1.71252309813082e-05,0,0
1.97029029202607e-06,1.7140425933017e-05,0,0
2.01645452396733e-06,1.71536306998141e-05,0,0
2.06315332931403e-06,1.71648452816993e-05,0,0
2.11038670806618e-06,1.71740696786726e-05,0,0
2.15815466022377e-06,1.71813038907341e-05,0,0
2.20645718578679e-06,1.71865479178838e-05,0,0
2.25529428475526e-06,1.71898017601216e-05,0,0
2.30467103819281e-06,1.71910653835709e-05,0,0
2.35571544222868e-06,1.71903312676075e-05,0,0
2.40928619661888e-06,1.71875936870715e-05,0,0
2.46538330136343e-06,1.7182852641963e-05,0,0
2.52400675646231e-06,1.71761081322819e-05,0,0
2.58515656191554e-06,1.71673601580282e-05,0,0
2.64883271772311e-06,1.7156608719202e-05,0,0
2.71503522388502e-06,1.71438538158032e-05,0,0
2.78376408040127e-06,1.71290954478318e-05,0,0
2.85501928727186e-06,1.71123336152879e-05,0,0
2.9288008444968e-06,1.70935683181714e-05,0,0
3.00510875207607e-06,1.70727995564823e-05,0,0
3.08394301000969e-06,1.70500273302207e-05,0,0
3.16530361829764e-06,1.70252516393865e-05,0,0
3.24919057693994e-06,1.69984724839798e-05,0,0
3.33560388593658e-06,1.69696898640004e-05,0,0
3.42454354528756e-06,1.69389037794486e-05,0,0
3.51600955499288e-06,1.69061142303241e-05,0,0
3.61000191505255e-06,1.68713212166271e-05,0,0
3.70652062546655e-06,1.68345247383575e-05,0,0
3.8055656862349e-06,1.67957247955154e-05,0,0
3.90713709735758e-06,1.67549213881007e-05,0,0
4.01123485883461e-06,1.67121145161134e-05,0,0
4.11785897066598e-06,1.66673041795535e-05,0,0
4.22700943285169e-06,1.66204903784211e-05,0,0
4.33868624539174e-06,1.65716731127162e-05,0,0
4.45288940828613e-06,1.65208523824386e-05,0,0
4.56961892153486e-06,1.64680281875886e-05,0,0
4.68887478513794e-06,1.64132005281659e-05,0,0
4.81065699909535e-06,1.63563694041707e-05,0,0
4.93496556340711e-06,1.62975348156029e-05,0,0
5.06180047807321e-06,1.62366967624625e-05,0,0
5.19116174309364e-06,1.61738552447496e-05,0,0
5.32304935846842e-06,1.61090102624641e-05,0,0
5.45746332419755e-06,1.60421618156061e-05,0,0
5.59440364028101e-06,1.59733099041754e-05,0,0
5.73387030671881e-06,1.59024545281723e-05,0,0
5.87586332351096e-06,1.58295956875965e-05,0,0
6.02038269065744e-06,1.57547333824482e-05,0,0
6.16742840815827e-06,1.56778676127273e-05,0,0
6.31700047601344e-06,1.55989983784339e-05,0,0
6.46909889422295e-06,1.55181256795679e-05,0,0
6.6237236627868e-06,1.54352495161293e-05,0,0
6.78087478170499e-06,1.53503698881182e-05,0,0
6.94055225097752e-06,1.52634867955345e-05,0,0
7.10275607060439e-06,1.51746002383782e-05,0,0
7.26748624058561e-06,1.50837102166494e-05,0,0
7.43474276092116e-06,1.4990816730348e-05,0,0
7.60452563161106e-06,1.48959197794741e-05,0,0
7.7768348526553e-06,1.47990193640276e-05,0,0
7.95167042405388e-06,1.47001154840085e-05,0,0
8.1290323458068e-06,1.45992081394168e-05,0,0
8.30892061791406e-06,1.44962973302526e-05,0,0
8.49133524037567e-06,1.43913830565158e-05,0,0
8.67627621319161e-06,1.42844653182065e-05,0,0
8.86374353636189e-06,1.41755441153246e-05,0,0
9.05373720988652e-06,1.40646194478701e-05,0,0
9.24625723376549e-06,1.39516913158431e-05,0,0
9.4413036079988e-06,1.38367597192435e-05,0,0
9.63887633258645e-06,1.37198246580713e-05,0,0
9.83897540752844e-06,1.36008861323266e-05,0,0
1.00416008328248e-05,1.34799441420093e-05,0,0
1.02467526084754e-05,1.33569986871194e-05,0,0
1.04544307344805e-05,1.3232049767657e-05,0,0
1.06646352108398e-05,1.3105097383622e-05,0,0
1.08773660375535e-05,1.29761415350144e-05,0,0
1.10926232146215e-05,1.28451822218343e-05,0,0
1.13104067420439e-05,1.27122194440816e-05,0,0
1.15307166198206e-05,1.25772532017564e-05,0,0
1.17535528479517e-05,1.24402834948586e-05,0,0
1.19789154264371e-05,1.23013103233882e-05,0,0
1.22068043552769e-05,1.21603336873452e-05,0,0
1.24372196344709e-05,1.20173535867297e-05,0,0
1.26701612640194e-05,1.18723700215417e-05,0,0
1.29056292439221e-05,1.1725382991781e-05,0,0
1.31436235741792e-05,1.15763924974478e-05,0,0
1.33841442547907e-05,1.14253985385421e-05,0,0
1.36271912857565e-05,1.12724011150637e-05,0,0
1.38727646670766e-05,1.11174002270128e-05,0,0
1.41208643987511e-05,1.09603958743894e-05,0,0
1.43714904807799e-05,1.08013880571933e-05,0,0
1.46246429131631e-05,1.06403767754248e-05,0,0
1.48803216959006e-05,1.04773620290836e-05,0,0
1.51385268289924e-05,1.03123438181699e-05,0,0
1.53992583124386e-05,1.01453221426836e-05,0,0
1.56625161462391e-05,9.97629700262474e-06,0,0
1.5928300330394e-05,9.80526839799333e-06,0,0
1.61966108649031e-05,9.63223632878935e-06,0,0
1.64674477497667e-05,9.4572007950128e-06,0,0
1.67408109849846e-05,9.28016179666369e-06,0,0
1.70167005705568e-05,9.10111933374202e-06,0,0
1.72951165064834e-05,8.92007340624778e-06,0,0
1.75760587927643e-05,8.73702401418098e-06,0,0
1.78592303974907e-05,8.55213452499433e-06,0,0
1.81395075202351e-05,8.36822302724719e-06,0,0
1.84150337115673e-05,8.18631056751904e-06,0,0
1.86858089714872e-05,8.00639714580989e-06,0,0
1.89518332999949e-05,7.82848276211972e-06,0,0
1.92131066970903e-05,7.65256741644854e-06,0,0
1.94696291627735e-05,7.47865110879636e-06,0,0
1.97214006970444e-05,7.30673383916316e-06,0,0
1.99684212999031e-05,7.13681560754896e-06,0,0
2.02106909713495e-05,6.96889641395374e-06,0,0
2.04482097113837e-05,6.80297625837752e-06,0,0
2.06809775200057e-05,6.63905514082029e-06,0,0
2.09089943972154e-05,6.47713306128205e-06,0,0
2.11322603430128e-05,6.3172100197628e-06,0,0
2.1350775357398e-05,6.15928601626254e-06,0,0
2.1564539440371e-05,6.00336105078126e-06,0,0
2.17735525919317e-05,5.84943512331898e-06,0,0
2.19778148120801e-05,5.6975082338757e-06,0,0
2.21773261008164e-05,5.5475803824514e-06,0,0
2.23720864581403e-05,5.39965156904609e-06,0,0
2.2562095884052e-05,5.25372179365978e-06,0,0
2.27473543785515e-05,5.10979105629245e-06,0,0
2.29278619416387e-05,4.96785935694411e-06,0,0
2.31036185733137e-05,4.82792669561477e-06,0,0
2.32746242735765e-05,4.68999307230441e-06,0,0
2.34408790424269e-05,4.55405848701305e-06,0,0
2.36023828798652e-05,4.42012293974068e-06,0,0
2.37591357858912e-05,4.2881864304873e-06,0,0
2.39111377605049e-05,4.1582489592529e-06,0,0
2.40583888037064e-05,4.0303105260375e-06,0,0
2.42008889154957e-05,3.90437113084109e-06,0,0
2.43386380958727e-05,3.78043077366367e-06,0,0
2.44716363448374e-05,3.65848945450524e-06,0,0
2.45998836623899e-05,3.53854717336581e-06,0,0
2.47233800485302e-05,3.42060393024536e-06,0,0
2.48421255032582e-05,3.3046597251439e-06,0,0
2.4956120026574e-05,3.19071455806143e-06,0,0
2.50653636184775e-05,3.07876842899796e-06,0,0
2.51698562789688e-05,2.96882133795347e-06,0,0
2.52695980080478e-05,2.86087328492798e-06,0,0
2.53645888057146e-05,2.75492426992148e-06,0,0
2.54548286719691e-05,2.65097429293396e-06,0,0
2.55403176068114e-05,2.54902335396544e-06,0,0
